identifier;clientType;productName;testDuration;leadCount;period;installments;plan;isActive;isCoupon;valueToPay;webhookUrl
M05QY4KL5LCN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
A9LBCJI4GKMU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
H1IXBXFCRVMI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NNZPHX4PZCSR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ZLJCBP4TD2QB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
1H2EYAJE0LXH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DOCYKGEFEUKA;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YHODQF9STHAM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NR0BS4K2LV4P;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GKABIWK0L4BO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
N8QUNKWZW7ZG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QHRW9LSHX6VT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MK8CIJEMLHFD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JP8TLSDRZUPS;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SCCMLUG4FM5E;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PIEKORFCYJUV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PQQHE3CFEGDF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OYEBNKVVLTAJ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UN4XSHQNLA3G;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
L0T6BQB1SZ0P;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
EXMEADLYRX5P;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
67YSYVGGG7S3;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FNERHYCDFHDO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
RGH9YYQLKRYA;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FH3CLANUF1A1;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
H3SY6TRUPFOU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BOO1VZSOS6PB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7KIZQRIDTEP6;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OXPBULBZ0UYF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
G8NYXETVRKXQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VQHZFMXR7KIR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PEOR3HBY377L;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LDOJFMJNDJ5O;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
8SGPW7KTFHHI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AUTCO9DWRGQQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
RV6Y8XS6PM29;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
I0BXMYIYRGUT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SOINLYWVQZU7;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VLL3IY0NSI1A;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
EB8LOCOTEJ07;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
5QWZM1H8DE0M;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
3XANGNUO1LRT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GJNAFU0MDDMC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NJKABOGBWGHK;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ZEPJGBR5PA8L;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LCFRE9P6AWIP;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7MOOSKEXL34V;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
RFZRZLRNHRFG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
L0IJ2WNMTWTI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YZH27AF6HAAC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
WEJIWLHF0ACO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SM8WEJ3OK0EG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LBKEJNXH2NMQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
RIMHUBMNT0SW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FIUXNKRA19VI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
8294KY6FSX5C;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
W9L57Z6O63BU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LN6GU7CVNHDQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BOUSBD18ZDGY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SXQHFXDL6BGH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VN1MDSMNDHG3;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CLDOW1Q7YENW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OMWMXKXPWVKR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VGX27DMPA33A;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7K3XM5RD15BG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JLOODUPMEXZH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7AQBXAEHZTHM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CCBFBBT8WZBZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
1GYSWD6WRQJO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LMIK5KSFDK8M;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
1C67DSH6HG5C;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JD4M84RKOC8F;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MACBEDOPXUST;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
J1D6UCO4I4ZD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
2S3QVEXI0J3H;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
G6HQUXTNN0LO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
09KLM3CZMNLX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YLDD4LNZGDAX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AGBKZKSZZLY9;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FFCC8KUAHDHF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UIII7VDXJWVO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VPQIV2NL8UEN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QLZ7W0IFJID8;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ICDLXOE1LVTI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DBVPDA8DMR0A;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UVRJSAXBCVXL;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JZWKDPWXT2QB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AI9ELINYJOGF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
0CMFARXQZHQG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BMK62SCNQVTO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NYYX7KNFGCHT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
EEDSRIWEG7M5;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
V8GGDAACMDTM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SQ5IC2GFS99Q;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
KAJGBHEKJE4H;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
9KLTACSZJQI4;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VHU4XXEYPSIN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VH0LKF15BHJF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ORECUFUCUM6I;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BMCO5MBU8X1I;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DX63O2UGAT1T;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
M3GCOJ05RBSK;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JO9F10ONUYCF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TGHK4SSXTJS4;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
V1LJDPPMTBDQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BQENN6WTECX9;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DZ0SQX5H0XMT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LEUYZLQ7O9ZV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
RCA4UJZKQX8J;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FA5KKXZLM1HP;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GZUXWRKNNENX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
IKIT4ZE5JUEG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OOSQLNXD4RS2;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LTMBP9TX6H8V;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ZKFLUZWWAFPZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6CHHX9K5SZQD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OEKQM64YUGLD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VHU5MYXO1QFP;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QVH1NHVHMZHH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
HUJAZQC7XZFX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VSZQZLSIGTW9;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6MEU97HZD8OR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NOQCTRXO4JXF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
XFBD8LHRULX6;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
1O3RPYP4JGUU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QUOHVU8QK5NR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UOQCTTIGHIRZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GMRCCWWKOEXN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OZELV9D9PGOM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BIQOZPADYVXT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
2TYC9O6DXOWV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TX1SIXZ0WAKR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
G51TEIRDZAWT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
Z8PTLR9NZAKG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
EH15EVPDP9B1;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CIKDYMTHFDAN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UAHWKKK9S63R;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OTSOMUPCNYOC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
A9EYSPMIZNWI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6COCVUQLXYW2;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
81PODG4WKGFD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DUFXTNHI9WGQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GYGKTGMRQOW7;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6XMX7QKB6ZJM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
A6OTPDRGG95M;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
HGYAZOWQHFTY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VWVRAXO4QHY8;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4HT6BAEAEJSS;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
71DNBGDS8H22;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
N57HHDFI52JG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
0XCV95HMQOQ2;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JC7RLPHTJUVQ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BRFZUS3D6RTO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
H5DXNVHDYBMH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QHQKAWQBS9CO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
KKV8MKJEKD45;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FQNGGWJUP4LY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
E4GITWP1WSRW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GVCAA4DVWPEB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
B7IF82MQNVH6;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
EDQRFZNYCVAS;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VWE97OIH0AGO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VTNDOOWMOZK9;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
WSVZXPJQKHEV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GXHDWJALKWLE;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GB3POGFX3TIW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NFGSPBR3EA2U;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
9KSPZNXRWHBW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GA8FU4QQT2BT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TYYMWQXIB2Z1;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MJQNQJOAKKVJ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
UA5KKNCTJWLY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NIELEI17FG6U;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
WFZ0Y9TJU7VI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4EILQDSRF7SF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MYTYDUPWXPKL;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
74OXOKIOKZ23;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
HPIQ13NLZ6DA;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FYJ0MC8JVE23;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BUJWVNCEWJKO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JV4TWWQYIXCB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
11RHXLPBJEKG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NRI8PA4KZC82;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OL7LNPRP83FZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
2HNHXKTXFGT4;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MIRYYRILKUGA;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MOWOWLMITTCH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BGZCBIEHAPEE;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
0RPSZW9VRAWR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
XGVCZCFABSFK;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ITO6HMM7NYIX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
H70IIV4K2PTW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
1KIRF2VSDXOY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
Z8UAFCVRBJNY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
0YJNOIOJB8TB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4PV8QPRNWAW0;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JQDVGXZHNB4U;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
HBITEAZ6D6IJ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
Q1RDX6T9VSDU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CVVFFVTWUQ3T;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FZ7FD84UVM23;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
J7S0CLWQZFOD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LEZAIMYRFWAG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GR0KEM80E3WL;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ROMIDH1M1OH1;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PE7RNQAQYNGR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6TJHECUNG6KT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
5JJCALLXTIYW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
G5J5MTNSM41I;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
L9AGIAXFV4EC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FWAOUIGSZ3KM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
5RHRSC9OW9CZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PMPAUEDFZPJI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TTHHYTNW1EAJ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AW56W74XHT3T;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
835X6WUUN0VN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4H95PIORAY79;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
MIPUA241XIRI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
KCJE2WVJHNAG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SCE3CF0CILVL;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7GE5R4IOVCGU;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JDSLR7WGAE0U;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
